Task ID: 1	Task: getting organized at work
		1	differenttypes spiderbites
		1	hobo spider bites
		1	hobo spiders
		1	it was a spider bite
		1	most spider bites are
		1	poisonous spider bites
		1	poisonous spiders orlando fl.
		1	redback spider bite
		1	south carolina spider bites
		1	spider bites
		1	spider bites and swollen lymph nodes
		1	spider bites brown recluse
		1	spider bites fl.
		1	spider bites ohio
		1	spider bites on face
		1	spider bites recluse
		1	spider bites redness white bumps and swelling
		1	spider bites tarantula wolf
		1	spider bites wolf widow
		1	spiderbites
		1	symptoms spider bites
		1	tarantula wolf spider
		1	the spider bite
		1	treatment spider bites
		1	widow bite
		1	wolf spiders widow
	Subtask ID: 8	Description: Ways of non medicine treatment (ex. Wash the site of the spider bite well with soap and water, apply a cool compress,etc)
		1	Hobo Spider Bite
		1	Real Spider Bites
		1	Spider Bite Blister
		1	and wolf spiders
		1	back spider bite
		1	black widow bites
		1	black widow spider bites
		1	spider bites tarantula wolf
	Subtask ID: 9	Description: Check out whether you are allergic to spiders
Task ID: 21	Task: sangre de cristo mountains hike
	Subtask ID: 1	Description: Find hiking trails (level of difficulty, type, reviews)
		2	for sangre de cristo mountains
		2	hike
		2	sangre de cristo mountains
		2	sangre de cristo mountains as
		2	sangre de cristo mountains backpacking
		2	sangre de cristo mountains central colorado
		2	sangre de cristo mountains central south
		2	sangre de cristo mountains coast
		2	sangre de cristo mountains county riverside
		2	sangre de cristo mountains high
		2	sangre de cristo mountains lake
		2	sangre de cristo mountains lakes
		2	sangre de cristo mountains new mexico
		2	sangre de cristo mountains northern
		2	sangre de cristo mountains on
		2	sangre de cristo mountains range
		2	sangre de cristo mountains ranges
		2	sangre de cristo mountains river valleys
		2	sangre de cristo mountains river wind west
		2	sangre de cristo mountains south
		2	sangre de cristo mountains trail
		2	sangre de cristo mountains valley northern
		2	sangre de cristo mountains valley southern
		2	sangre de cristo mountains valleys
		2	sangre de cristo mountains valleys central
		2	sangre de cristo mountains valleys wasatch
		2	sangre de cristo mountains west
		2	sangre de cristo mountains west central
		2	sangre de cristo mountains western
		2	sangre de cristo range
		1	138 sangre cristo mountains trail map national geographic
		1	backpack at Sangre de Cristo
		1	backpacking sangre de cristo wilderness
		1	get lost
		1	mountain lakes
		1	mountain trail
		1	mountain valleys
		1	mountains lake
		1	pack necessary items
		1	sangre de cristo mountains above
		1	sangre de cristo mountains area
		1	sangre de cristo mountains biking
		1	sangre de cristo mountains central
		1	sangre de cristo mountains county lake seat
		1	sangre de cristo mountains weather
		1	sangre de cristo mountains weather warnings
	Subtask ID: 2	Description: Buy a Sangre de Cristo Mountains map
		2	for sangre de cristo mountains
		2	sangre de cristo mountains
		2	sangre de cristo mountains above
		2	sangre de cristo mountains area
		2	sangre de cristo mountains as
		2	sangre de cristo mountains backpacking
		2	sangre de cristo mountains central
		2	sangre de cristo mountains central colorado
		2	sangre de cristo mountains central south
		2	sangre de cristo mountains coast
		2	sangre de cristo mountains county lake seat
		2	sangre de cristo mountains county riverside
		2	sangre de cristo mountains high
		2	sangre de cristo mountains lake
		2	sangre de cristo mountains lakes
		2	sangre de cristo mountains new mexico
		2	sangre de cristo mountains northern
		2	sangre de cristo mountains on
		2	sangre de cristo mountains range
		2	sangre de cristo mountains ranges
		2	sangre de cristo mountains river valleys
		2	sangre de cristo mountains river wind west
		2	sangre de cristo mountains south
		2	sangre de cristo mountains trail
		2	sangre de cristo mountains valley northern
		2	sangre de cristo mountains valley southern
		2	sangre de cristo mountains valleys
		2	sangre de cristo mountains valleys central
		2	sangre de cristo mountains valleys wasatch
		2	sangre de cristo mountains west
		2	sangre de cristo mountains west central
		2	sangre de cristo mountains western
		2	sangre de cristo range
		1	138 sangre cristo mountains trail map national geographic
		1	cristo de sangre
		1	cristo mountains
		1	get lost
		1	high mountain
		1	mountains central colorado
		1	mountains cristo
		1	mountains range
		1	mountains river wind west
		1	paz de cristo
		1	ranges mountain
		1	sangre de cristo mountains weather
		1	sangre de cristo mountains weather warnings
		1	segunda venida de cristo
	Subtask ID: 3	Description: Find out how to get to the Sangre de Cristo Mountains
		2	for sangre de cristo mountains
		2	sangre de cristo mountains
		2	sangre de cristo mountains above
		2	sangre de cristo mountains area
		2	sangre de cristo mountains as
		2	sangre de cristo mountains backpacking
		2	sangre de cristo mountains central
		2	sangre de cristo mountains central colorado
		2	sangre de cristo mountains central south
		2	sangre de cristo mountains coast
		2	sangre de cristo mountains county lake seat
		2	sangre de cristo mountains county riverside
		2	sangre de cristo mountains high
		2	sangre de cristo mountains lake
		2	sangre de cristo mountains lakes
		2	sangre de cristo mountains new mexico
		2	sangre de cristo mountains northern
		2	sangre de cristo mountains on
		2	sangre de cristo mountains range
		2	sangre de cristo mountains ranges
		2	sangre de cristo mountains river valleys
		2	sangre de cristo mountains river wind west
		2	sangre de cristo mountains south
		2	sangre de cristo mountains trail
		2	sangre de cristo mountains valley northern
		2	sangre de cristo mountains valley southern
		2	sangre de cristo mountains valleys
		2	sangre de cristo mountains valleys central
		2	sangre de cristo mountains valleys wasatch
		2	sangre de cristo mountains west
		2	sangre de cristo mountains west central
		2	sangre de cristo mountains western
		2	sangre de cristo range
		1	Sangre de Cristo Mounatin
		1	Sangre de Cristo Mountain
		1	cristo mountains
		1	high mountain
		1	mountains cristo
		1	ranges mountain
		1	sangre de cristo mountains weather
		1	sangre de cristo mountains weather warnings
		1	segunda venida de cristo
	Subtask ID: 4	Description: Find out which is the best hiking season
		2	hike
		2	sangre de cristo mountains central south
		2	sangre de cristo mountains lakes
		2	sangre de cristo mountains range
		2	sangre de cristo mountains ranges
		1	backpack at Sangre de Cristo
		1	backpacking sangre de cristo wilderness
		1	cristo mountains
		1	mountain trail
		1	mountains central colorado
		1	mountains lake
		1	sangre de cristo mountains above
		1	sangre de cristo mountains area
		1	sangre de cristo mountains as
		1	sangre de cristo mountains backpacking
		1	sangre de cristo mountains central
		1	sangre de cristo mountains central colorado
		1	sangre de cristo mountains coast
		1	sangre de cristo mountains county lake seat
		1	sangre de cristo mountains county riverside
		1	sangre de cristo mountains high
		1	sangre de cristo mountains lake
		1	sangre de cristo mountains new mexico
		1	sangre de cristo mountains northern
		1	sangre de cristo mountains on
		1	sangre de cristo mountains river valleys
		1	sangre de cristo mountains river wind west
		1	sangre de cristo mountains south
		1	sangre de cristo mountains trail
		1	sangre de cristo mountains valley northern
		1	sangre de cristo mountains valley southern
		1	sangre de cristo mountains valleys
		1	sangre de cristo mountains valleys central
		1	sangre de cristo mountains valleys wasatch
		1	sangre de cristo mountains weather
		1	sangre de cristo mountains weather warnings
		1	sangre de cristo mountains west
		1	sangre de cristo mountains west central
		1	sangre de cristo mountains western
		1	sangre de cristo range
	Subtask ID: 5	Description: Check the weather
		2	sangre de cristo mountains central
		2	sangre de cristo mountains weather
		2	sangre de cristo mountains weather warnings
		1	december early january winter
		1	dense fog advisory
		1	dress appropriately
		1	fire weather warning
		1	fire weather watch
		1	flash flood watch
		1	flood warning
		1	freeze warning
		1	high wind warning
		1	hike
		1	lake wind advisory
		1	mountain weather
		1	sangre de cristo mountains above
		1	sangre de cristo mountains area
		1	sangre de cristo mountains as
		1	sangre de cristo mountains backpacking
		1	sangre de cristo mountains central colorado
		1	sangre de cristo mountains central south
		1	sangre de cristo mountains coast
		1	sangre de cristo mountains county lake seat
		1	sangre de cristo mountains county riverside
		1	sangre de cristo mountains high
		1	sangre de cristo mountains lake
		1	sangre de cristo mountains lakes
		1	sangre de cristo mountains new mexico
		1	sangre de cristo mountains northern
		1	sangre de cristo mountains on
		1	sangre de cristo mountains range
		1	sangre de cristo mountains ranges
		1	sangre de cristo mountains river valleys
		1	sangre de cristo mountains river wind west
		1	sangre de cristo mountains south
		1	sangre de cristo mountains trail
		1	sangre de cristo mountains valley northern
		1	sangre de cristo mountains valley southern
		1	sangre de cristo mountains valleys
		1	sangre de cristo mountains valleys central
		1	sangre de cristo mountains valleys wasatch
		1	sangre de cristo mountains west
		1	sangre de cristo mountains west central
		1	sangre de cristo mountains western
		1	sangre de cristo range
		1	special weather statement
		1	weather warnings
	Subtask ID: 6	Description: Find nearby wilderness areas to visit
		2	sangre de cristo mountains central south
		1	backpacking sangre de cristo wilderness
	Subtask ID: 7	Description: Find out Sangre de Cristo Mountains restrictions
		2	for sangre de cristo mountains
		1	Sangre de Cristo Mounatin
		1	Sangre de Cristo Mountain
		1	Sangre de Cristo Wilderness
		1	cristo mountains
		1	sangre de cristo mountains
		1	sangre de cristo mountains above
		1	sangre de cristo mountains area
		1	sangre de cristo mountains as
		1	sangre de cristo mountains backpacking
		1	sangre de cristo mountains central
		1	sangre de cristo mountains central colorado
		1	sangre de cristo mountains central south
		1	sangre de cristo mountains coast
		1	sangre de cristo mountains county lake seat
		1	sangre de cristo mountains county riverside
		1	sangre de cristo mountains high
		1	sangre de cristo mountains lake
		1	sangre de cristo mountains lakes
		1	sangre de cristo mountains new mexico
		1	sangre de cristo mountains northern
		1	sangre de cristo mountains on
		1	sangre de cristo mountains range
		1	sangre de cristo mountains ranges
		1	sangre de cristo mountains river valleys
		1	sangre de cristo mountains river wind west
		1	sangre de cristo mountains south
		1	sangre de cristo mountains trail
		1	sangre de cristo mountains valley northern
		1	sangre de cristo mountains valley southern
		1	sangre de cristo mountains valleys
		1	sangre de cristo mountains valleys central
		1	sangre de cristo mountains valleys wasatch
		1	sangre de cristo mountains weather
		1	sangre de cristo mountains weather warnings
		1	sangre de cristo mountains west
		1	sangre de cristo mountains west central
		1	sangre de cristo mountains western
		1	sangre de cristo range
	Subtask ID: 8	Description: Find which are the closest towns
		1	138 sangre cristo mountains trail map national geographic
		1	Sangre de Cristo Wilderness
	Subtask ID: 9	Description: Look for the Sangre de Cristo Mountains information center (e.g. address, phone number)
		1	138 sangre cristo mountains trail map national geographic
		1	Sangre de Cristo Mounatin
		1	Sangre de Cristo Mountain
		1	cristo mountains
		1	for sangre de cristo mountains
		1	la sangre de cristo
		1	mountains cristo
		1	mountains lake
		1	mountains range
		1	mountains river wind west
		1	ranges mountain
		1	sangre de cristo mountains
		1	sangre de cristo mountains above
		1	sangre de cristo mountains area
		1	sangre de cristo mountains as
		1	sangre de cristo mountains backpacking
		1	sangre de cristo mountains central
		1	sangre de cristo mountains central colorado
		1	sangre de cristo mountains central south
		1	sangre de cristo mountains coast
		1	sangre de cristo mountains county lake seat
		1	sangre de cristo mountains county riverside
		1	sangre de cristo mountains high
		1	sangre de cristo mountains lake
		1	sangre de cristo mountains lakes
		1	sangre de cristo mountains new mexico
		1	sangre de cristo mountains northern
		1	sangre de cristo mountains on
		1	sangre de cristo mountains range
		1	sangre de cristo mountains ranges
		1	sangre de cristo mountains river valleys
		1	sangre de cristo mountains river wind west
		1	sangre de cristo mountains south
		1	sangre de cristo mountains trail
		1	sangre de cristo mountains valley northern
		1	sangre de cristo mountains valley southern
		1	sangre de cristo mountains valleys
		1	sangre de cristo mountains valleys central
		1	sangre de cristo mountains valleys wasatch
		1	sangre de cristo mountains weather
		1	sangre de cristo mountains weather warnings
		1	sangre de cristo mountains west
		1	sangre de cristo mountains west central
		1	sangre de cristo mountains western
		1	sangre de cristo range
		1	segunda venida de cristo
	Subtask ID: 10	Description: Find out where you can see elks at Sangre de Cristo Mountains
		1	for sangre de cristo mountains
		1	mountain trail
		1	sangre de cristo mountains
		1	sangre de cristo mountains above
		1	sangre de cristo mountains area
		1	sangre de cristo mountains as
		1	sangre de cristo mountains backpacking
		1	sangre de cristo mountains central
		1	sangre de cristo mountains central colorado
		1	sangre de cristo mountains central south
		1	sangre de cristo mountains county lake seat
		1	sangre de cristo mountains county riverside
		1	sangre de cristo mountains high
		1	sangre de cristo mountains lake
		1	sangre de cristo mountains lakes
		1	sangre de cristo mountains new mexico
		1	sangre de cristo mountains northern
		1	sangre de cristo mountains on
		1	sangre de cristo mountains range
		1	sangre de cristo mountains ranges
		1	sangre de cristo mountains river valleys
		1	sangre de cristo mountains river wind west
		1	sangre de cristo mountains south
		1	sangre de cristo mountains trail
		1	sangre de cristo mountains valley northern
		1	sangre de cristo mountains valley southern
		1	sangre de cristo mountains valleys
		1	sangre de cristo mountains valleys central
		1	sangre de cristo mountains valleys wasatch
		1	sangre de cristo mountains west
		1	sangre de cristo mountains west central
		1	sangre de cristo mountains western
		1	sangre de cristo range
	Subtask ID: 11	Description: Choose camping sites and necessary equipment
		2	pack necessary items
		1	cuchara colorado
		1	high wind warning
		1	hike
		1	mountain lakes
		1	mountain trail
		1	mountain valleys
		1	sangre de cristo mountains above
		1	sangre de cristo mountains area
		1	sangre de cristo mountains as
		1	sangre de cristo mountains backpacking
		1	sangre de cristo mountains central
		1	sangre de cristo mountains central colorado
		1	sangre de cristo mountains central south
		1	sangre de cristo mountains coast
		1	sangre de cristo mountains county lake seat
		1	sangre de cristo mountains county riverside
		1	sangre de cristo mountains high
		1	sangre de cristo mountains lake
		1	sangre de cristo mountains lakes
		1	sangre de cristo mountains new mexico
		1	sangre de cristo mountains northern
		1	sangre de cristo mountains on
		1	sangre de cristo mountains range
		1	sangre de cristo mountains ranges
		1	sangre de cristo mountains river valleys
		1	sangre de cristo mountains river wind west
		1	sangre de cristo mountains south
		1	sangre de cristo mountains trail
		1	sangre de cristo mountains valley northern
		1	sangre de cristo mountains valley southern
		1	sangre de cristo mountains valleys
		1	sangre de cristo mountains valleys central
		1	sangre de cristo mountains valleys wasatch
		1	sangre de cristo mountains weather
		1	sangre de cristo mountains weather warnings
		1	sangre de cristo mountains west
		1	sangre de cristo mountains west central
		1	sangre de cristo mountains western
		1	sangre de cristo range
	Subtask ID: 12	Description: Find out where to eat
		1	sangre de cristo mountains valleys
	Subtask ID: 13	Description: Find out whether you can cook your own food (e.g. supplies, campfires)
		1	hike
		1	mountain trail
		1	sangre de cristo mountains above
		1	sangre de cristo mountains area
		1	sangre de cristo mountains as
		1	sangre de cristo mountains backpacking
		1	sangre de cristo mountains central colorado
		1	sangre de cristo mountains central south
		1	sangre de cristo mountains coast
		1	sangre de cristo mountains county lake seat
		1	sangre de cristo mountains county riverside
		1	sangre de cristo mountains high
		1	sangre de cristo mountains lake
		1	sangre de cristo mountains lakes
		1	sangre de cristo mountains new mexico
		1	sangre de cristo mountains northern
		1	sangre de cristo mountains on
		1	sangre de cristo mountains range
		1	sangre de cristo mountains ranges
		1	sangre de cristo mountains river valleys
		1	sangre de cristo mountains river wind west
		1	sangre de cristo mountains south
		1	sangre de cristo mountains trail
		1	sangre de cristo mountains valley northern
		1	sangre de cristo mountains valley southern
		1	sangre de cristo mountains valleys
		1	sangre de cristo mountains valleys central
		1	sangre de cristo mountains valleys wasatch
		1	sangre de cristo mountains weather
		1	sangre de cristo mountains weather warnings
		1	sangre de cristo mountains west
		1	sangre de cristo mountains west central
		1	sangre de cristo mountains western
		1	sangre de cristo range
	Subtask ID: 14	Description: Find out about potable water at Sangre de Cristo Mountains
		2	sangre de cristo mountains above
		2	sangre de cristo mountains as
		2	sangre de cristo mountains backpacking
		2	sangre de cristo mountains central
		2	sangre de cristo mountains central colorado
		2	sangre de cristo mountains coast
		2	sangre de cristo mountains county lake seat
		2	sangre de cristo mountains county riverside
		2	sangre de cristo mountains high
		2	sangre de cristo mountains lake
		2	sangre de cristo mountains lakes
		2	sangre de cristo mountains new mexico
		2	sangre de cristo mountains northern
		2	sangre de cristo mountains on
		2	sangre de cristo mountains range
		2	sangre de cristo mountains ranges
		2	sangre de cristo mountains river valleys
		2	sangre de cristo mountains south
		2	sangre de cristo mountains trail
		2	sangre de cristo mountains valley northern
		2	sangre de cristo mountains valley southern
		2	sangre de cristo mountains valleys
		2	sangre de cristo mountains valleys central
		2	sangre de cristo mountains valleys wasatch
		2	sangre de cristo mountains west
		2	sangre de cristo mountains west central
		2	sangre de cristo mountains western
		2	sangre de cristo range
		1	for sangre de cristo mountains
		1	hike
		1	mountain lakes
		1	mountains lake
		1	sangre de cristo mountains
		1	sangre de cristo mountains area
		1	sangre de cristo mountains central south
		1	sangre de cristo mountains river wind west
		1	sangre de cristo mountains weather
		1	sangre de cristo mountains weather warnings
	Subtask ID: 15	Description: Find out whether hikers suffer from altitude sickness
		2	hike
		2	sangre de cristo mountains above
		2	sangre de cristo mountains as
		2	sangre de cristo mountains backpacking
		2	sangre de cristo mountains central
		2	sangre de cristo mountains central colorado
		2	sangre de cristo mountains county lake seat
		2	sangre de cristo mountains county riverside
		2	sangre de cristo mountains high
		2	sangre de cristo mountains lake
		2	sangre de cristo mountains lakes
		2	sangre de cristo mountains new mexico
		2	sangre de cristo mountains northern
		2	sangre de cristo mountains on
		2	sangre de cristo mountains range
		2	sangre de cristo mountains ranges
		2	sangre de cristo mountains river valleys
		2	sangre de cristo mountains river wind west
		2	sangre de cristo mountains south
		2	sangre de cristo mountains trail
		2	sangre de cristo mountains valley northern
		2	sangre de cristo mountains valley southern
		2	sangre de cristo mountains valleys
		2	sangre de cristo mountains valleys central
		2	sangre de cristo mountains valleys wasatch
		2	sangre de cristo mountains west
		2	sangre de cristo mountains west central
		2	sangre de cristo mountains western
		2	sangre de cristo range
		1	high mountain
		1	mountain weather
		1	sangre de cristo mountains area
		1	sangre de cristo mountains central south
		1	sangre de cristo mountains coast
		1	sangre de cristo mountains weather
		1	sangre de cristo mountains weather warnings
Task ID: 22	Task: flowering plants for cold climates
	Subtask ID: 1	Description: Appropriate type of plants (ex. hardy perennial plants)
		2	Butterflies Flowers and Plants
		2	Gallery Flowers and Plants
		2	Hummingbird Flowers and Plants
		2	a flowering plant or
		2	a seasonal flowering plant
		2	cold weather plants and flowers
		2	flowering plant arabidopsis thaliana
		2	flowering plants for cold climates
		2	flowering plants for cold climates and
		2	flowering plants for cold climates families
		2	flowering plants for cold climates grow
		2	flowering plants for cold climates growing
		2	flowering plants for cold climates leaf
		2	flowering plants for cold climates mature
		2	plant tulips
		1	a plant
		1	best flowers
		1	flowering plants
		1	flowering plants for cold climates leaf young mature small
		1	flowering plants for cold climates mature berries
		1	flowering plants for cold climates part
		1	flowering plants for cold climates parts
		1	flowering plants for cold climates seed mature
		1	flowering plants for cold climates young
		1	flowering plants for cold climates young part mature
		1	gardening center
		1	growing plants
		1	guide to flowering plant families
		1	life cycle flowering plant
		1	life cycles all flowering plants same
		1	life cycles flowering plant
		1	plant flowers
		1	plant new bulbs
		1	plants and flowers
		1	wild flowering plants woodland
		1	wild flowering plants woodland indiana
	Subtask ID: 2	Description: Ways to protect plants from cold weather
		2	Hummingbird Flowers and Plants
		1	Butterflies Flowers and Plants
		1	Gallery Flowers and Plants
		1	a flowering plant or
		1	a plant
		1	a seasonal flowering plant
		1	best flowers
		1	cold weather plants and flowers
		1	flowering plant arabidopsis thaliana
		1	flowering plants
		1	flowering plants for cold climates
		1	flowering plants for cold climates and
		1	flowering plants for cold climates families
		1	flowering plants for cold climates grow
		1	flowering plants for cold climates growing
		1	flowering plants for cold climates leaf
		1	flowering plants for cold climates leaf young mature small
		1	flowering plants for cold climates mature
		1	flowering plants for cold climates mature berries
		1	flowering plants for cold climates part
		1	flowering plants for cold climates parts
		1	flowering plants for cold climates seed mature
		1	flowering plants for cold climates young
		1	flowering plants for cold climates young part mature
		1	gardening center
		1	plant flowers
		1	plant new bulbs
		1	plant tulips
		1	protect against a little frost
		1	protect your plants
		1	wild flowering plants woodland
	Subtask ID: 3	Description: Create a tropical area inside a house and learn how to care for indoor plants
	Subtask ID: 4	Description: Find how a plant can adapt in a cold climate
		1	Butterflies Flowers and Plants
		1	Gallery Flowers and Plants
		1	Hummingbird Flowers and Plants
		1	a flowering plant or
		1	a plant
		1	a seasonal flowering plant
		1	best flowers
		1	flowering plants
		1	flowering plants for cold climates
		1	flowering plants for cold climates and
		1	flowering plants for cold climates families
		1	flowering plants for cold climates grow
		1	flowering plants for cold climates growing
		1	flowering plants for cold climates leaf
		1	flowering plants for cold climates leaf young mature small
		1	flowering plants for cold climates mature
		1	flowering plants for cold climates part
		1	flowering plants for cold climates parts
		1	flowering plants for cold climates seed mature
		1	flowering plants for cold climates young
		1	gardening center
		1	growing plants
		1	life cycles flowering plant
		1	plants and flowers
		1	protect against a little frost
		1	protect your plants
		1	wild flowering plants woodland
		1	wild flowering plants woodland indiana
	Subtask ID: 5	Description: Learn how to  build a hoop greenhouse
		1	Butterflies Flowers and Plants
	Subtask ID: 6	Description: Find ways to prevent freezing (ex. Watering)
		1	Butterflies Flowers and Plants
		1	Gallery Flowers and Plants
		1	Hummingbird Flowers and Plants
		1	a flowering plant or
		1	a plant
		1	a seasonal flowering plant
		1	best flowers
		1	cold weather plants and flowers
		1	flowering plant arabidopsis thaliana
		1	flowering plants
		1	flowering plants for cold climates
		1	flowering plants for cold climates and
		1	flowering plants for cold climates families
		1	flowering plants for cold climates grow
		1	flowering plants for cold climates growing
		1	flowering plants for cold climates leaf
		1	flowering plants for cold climates leaf young mature small
		1	flowering plants for cold climates mature
		1	flowering plants for cold climates part
		1	flowering plants for cold climates parts
		1	flowering plants for cold climates seed mature
		1	flowering plants for cold climates young
		1	flowering plants for cold climates young part mature
		1	life cycle flowering plant
		1	plant flowers
		1	plant tulips
		1	protect against a little frost
		1	protect your plants
	Subtask ID: 7	Description: Ask an agriculturist advice
	Subtask ID: 8	Description: Learn the kinds of nutrients and fertilizer  that plants need in order to strengthen them
		1	Gallery Flowers and Plants
		1	Hummingbird Flowers and Plants
		1	a flowering plant or
		1	a plant
		1	a seasonal flowering plant
		1	best flowers
		1	cold weather plants and flowers
		1	feed your flowers
		1	flowering plant arabidopsis thaliana
		1	flowering plants
		1	flowering plants for cold climates
		1	flowering plants for cold climates and
		1	flowering plants for cold climates families
		1	flowering plants for cold climates grow
		1	flowering plants for cold climates growing
		1	flowering plants for cold climates leaf
		1	flowering plants for cold climates leaf young mature small
		1	flowering plants for cold climates mature
		1	flowering plants for cold climates mature berries
		1	flowering plants for cold climates part
		1	flowering plants for cold climates parts
		1	flowering plants for cold climates seed mature
		1	flowering plants for cold climates young
		1	flowering plants for cold climates young part mature
		1	gardening center
		1	growing plants
		1	guide to flowering plant families
		1	life cycles all flowering plants same
		1	life cycles flowering plant
		1	plant flowers
		1	plant new bulbs
		1	plants and flowers
		1	protect against a little frost
		1	protect your plants
		1	wild flowering plants woodland
		1	wild flowering plants woodland indiana
Task ID: 23	Task: altitude sickness peru
	Subtask ID: 1	Description: Recognise the symptoms of altitude sickness
		2	Advice Altitude Sickness
		2	altitude sickness peru
		1	Altitude Sickness Overview
		1	Altitude Sickness Pictures
		1	Altitude sickness Introduction
		1	Care Altitude Sickness
		1	Fever in Peru Altitude Sickness
		1	Fight Altitude Sickness
		1	Glossary Altitude Sickness
		1	acclimatization peru how fight with altitude sickness
		1	adult altitude sickness
		1	altitude sickness
		1	altitude sickness peru machu picchu
		1	altitude sickness peru travel
		1	altitude sickness peru travel mountaineering
		1	altitude sickness peru travel tour
		1	altitude sickness peru trek hiking adventure
		1	altitude sickness pills
		1	avoid altitude sickness
		1	experienced altitude sickness
		1	motion sickness
		1	on altitude sickness
		1	symptoms of altitude sickness
		1	to suffer from altitude sickness
	Subtask ID: 2	Description: Find out which are the high altitude destinations in Peru
		2	altitude sickness peru
		1	Destinations in Peru Altitude sickness
		1	Fight Altitude Sickness
		1	Maps of Peru Altitude Sickness
		1	acclimatization peru how fight with altitude sickness
		1	altitude sickness peru machu picchu
		1	altitude sickness peru travel
		1	altitude sickness peru travel mountaineering
		1	altitude sickness peru travel tour
		1	altitude sickness peru trek hiking adventure
		1	destinations in peru
		1	inca trail
		1	machu picchu
		1	peru
		1	travel mountaineering
		1	travel peru
		1	travel to peru
		1	travel to peru all year round
		1	travel tour peru
		1	trek hiking adventure peru
	Subtask ID: 3	Description: Find ways to prevent altitude sickness
		2	altitude sickness peru
		1	Advice Altitude Sickness
		1	Altitude Sickness Overview
		1	Fight Altitude Sickness
		1	Glossary Altitude Sickness
		1	High Altitude Sickness
		1	Ibuprofen Altitude Sickness
		1	acclimate
		1	acclimatization peru how fight with altitude sickness
		1	adult altitude sickness
		1	altitude sickness
		1	altitude sickness peru machu picchu
		1	altitude sickness peru travel mountaineering
		1	altitude sickness pills
		1	avoid altitude sickness
		1	experienced altitude sickness
		1	on altitude sickness
		1	to suffer from altitude sickness
	Subtask ID: 4	Description: Buy a blood oxygen/pulse meter
		2	altitude sickness peru
		1	Advice Altitude Sickness
		1	Altitude Sickness Overview
		1	Care Altitude Sickness
		1	High Altitude Sickness
		1	adult altitude sickness
	Subtask ID: 5	Description: Check where the emergency rooms/hospitals are
		2	altitude sickness peru
		1	Advice Altitude Sickness
		1	Care Altitude Sickness
		1	Destinations in Peru Altitude sickness
		1	Fight Altitude Sickness
		1	adult altitude sickness
		1	altitude sickness
		1	altitude sickness peru machu picchu
		1	altitude sickness peru travel
		1	altitude sickness peru travel mountaineering
		1	altitude sickness peru travel tour
		1	altitude sickness peru trek hiking adventure
		1	on altitude sickness
		1	to suffer from altitude sickness
	Subtask ID: 6	Description: Appropriate medicine for altitude sickness
		2	altitude sickness peru
		1	Advice Altitude Sickness
		1	Altitude sickness Introduction
		1	Care Altitude Sickness
		1	Fight Altitude Sickness
		1	Glossary Altitude Sickness
		1	High Altitude Sickness
		1	Ibuprofen Altitude Sickness
		1	acclimatization peru how fight with altitude sickness
		1	adult altitude sickness
		1	altitude sickness
		1	altitude sickness peru machu picchu
		1	altitude sickness peru travel
		1	altitude sickness peru travel mountaineering
		1	altitude sickness peru travel tour
		1	altitude sickness peru trek hiking adventure
		1	altitude sickness pills
		1	avoid altitude sickness
		1	experienced altitude sickness
		1	on altitude sickness
		1	to suffer from altitude sickness
	Subtask ID: 7	Description: Ask a doctor's advice
		1	Advice Altitude Sickness
		1	Altitude Sickness Overview
		1	Altitude sickness Introduction
		1	Care Altitude Sickness
		1	Fight Altitude Sickness
		1	High Altitude Sickness
		1	Ibuprofen Altitude Sickness
		1	adult altitude sickness
		1	altitude sickness
		1	altitude sickness peru
		1	altitude sickness peru machu picchu
		1	altitude sickness peru travel
		1	altitude sickness peru travel mountaineering
		1	altitude sickness peru travel tour
		1	altitude sickness peru trek hiking adventure
		1	on altitude sickness
		1	to suffer from altitude sickness
	Subtask ID: 8	Description: Find a hotel with oxygen supplemented rooms
		2	altitude sickness peru
		1	Advice Altitude Sickness
		1	Care Altitude Sickness
		1	Destinations in Peru Altitude sickness
		1	Fight Altitude Sickness
		1	adult altitude sickness
		1	altitude sickness
		1	altitude sickness peru machu picchu
		1	altitude sickness peru travel
		1	altitude sickness peru travel mountaineering
		1	altitude sickness peru travel tour
		1	altitude sickness peru trek hiking adventure
		1	avoid altitude sickness
		1	to suffer from altitude sickness
		1	trek hiking adventure peru
	Subtask ID: 9	Description: Find out what type of food and beverages are appropriate to consume
		1	Advice Altitude Sickness
		1	Altitude Sickness Overview
		1	Care Altitude Sickness
		1	Fight Altitude Sickness
		1	High Altitude Sickness
		1	acclimatization peru how fight with altitude sickness
		1	adult altitude sickness
		1	altitude sickness
		1	altitude sickness peru
		1	altitude sickness peru machu picchu
		1	altitude sickness peru travel
		1	altitude sickness peru travel mountaineering
		1	altitude sickness peru travel tour
		1	altitude sickness peru trek hiking adventure
		1	avoid altitude sickness
		1	experienced altitude sickness
		1	on altitude sickness
		1	to suffer from altitude sickness
	Subtask ID: 10	Description: Find out whether you belong to a risky healthy category more vulnerable to altitude sickness
		1	Advice Altitude Sickness
		1	Altitude Sickness Overview
		1	Altitude sickness Introduction
		1	Care Altitude Sickness
		1	Glossary Altitude Sickness
		1	High Altitude Sickness
		1	acclimatization peru how fight with altitude sickness
		1	adult altitude sickness
		1	altitude sickness
		1	altitude sickness peru
		1	altitude sickness peru machu picchu
		1	altitude sickness peru travel
		1	altitude sickness peru travel mountaineering
		1	avoid altitude sickness
		1	on altitude sickness
