Task ID: 1	Task: acid stain concrete
		1	Learning Social Media for Business
		1	Media Learning Social Networking
		1	Scenario Social Learning Media
		1	Social Media Learning Categories
		1	Social Media Learning Tools
		1	Social Media Resources for Teachers
		1	Social Media Tools for Education
		1	Social Media and Student Learning
		1	Using Social Media for Learning
		1	Using Social Media in Education
		1	activities Social Learning Media
		1	browse social media content selected
		1	common social media platforms include
		1	how to use social media for learning
		1	how to use twitter for social learning social media in learning
		1	learning social media tools
		1	onramp to social media for learning
		1	principle Social Learning Media
		1	process Social Learning Media
		1	social learning social media
		1	social media
		1	social media and social learning
		1	social media center
		1	social media education
		1	social media for learning
		1	social media for learning and development
		1	social media for learning and growth
		1	social media for learning and working
		1	social media for learning professionals
		1	social media in learning and teaching
		1	social media learning activities
		1	social media tools
		1	use social media
		1	using social media for learning
		1	using social media for learning and development
		1	using social media for learning and teaching
	Subtask ID: 6	Description: How to use social media for presentation sharing
		1	Examples Social Learning Media
		1	Learning Social Media About
		1	Learning Social Media for Business
		1	Media Learning Social Networking
		1	Scenario Social Learning Media
		1	Social Media Learning Categories
		1	Social Media Learning Tools
		1	Social Media Resources for Teachers
		1	Social Media Tools for Education
		1	Social Media and Student Learning
		1	Using Social Media for Learning
		1	Using Social Media in Education
		1	activities Social Learning Media
		1	browse social media content selected
		1	common social media platforms include
		1	how to use social media for learning
		1	learning social media tools
		1	onramp to social media for learning
		1	principle Social Learning Media
		1	process Social Learning Media
		1	social learning social media
		1	social media
		1	social media and social learning
		1	social media center
		1	social media education
		1	social media for learning
		1	social media for learning and development
		1	social media for learning and growth
		1	social media for learning and working
		1	social media for learning professionals
		1	social media in learning and teaching
		1	social media learning activities
		1	social media tools
		1	use social media
		1	using social media for learning
		1	using social media for learning and development
		1	using social media for learning and teaching
	Subtask ID: 7	Description: How to use social media for collaborative working
		1	Examples Social Learning Media
		1	Learning Social Media About
		1	Learning Social Media for Business
		1	Media Learning Social Networking
		1	Scenario Social Learning Media
		1	Social Media Learning Categories
		1	Social Media Learning Tools
		1	Social Media Resources for Teachers
		1	Social Media Tools for Education
		1	Social Media and Student Learning
		1	Using Social Media for Learning
		1	Using Social Media in Education
		1	activities Social Learning Media
		1	browse social media content selected
		1	common social media platforms include
		1	how to use social media for learning
		1	learning social media tools
		1	onramp to social media for learning
		1	principle Social Learning Media
		1	process Social Learning Media
		1	social learning social media
		1	social media
		1	social media and social learning
		1	social media center
		1	social media education
		1	social media for learning
		1	social media for learning and development
		1	social media for learning and growth
		1	social media for learning and working
		1	social media for learning professionals
		1	social media for working learning
		1	social media for working learning blog
		1	social media in learning and teaching
		1	social media learning activities
		1	social media tools
		1	use social media
		1	using social media for learning
		1	using social media for learning and development
		1	using social media for learning and teaching
Task ID: 33	Task: home remedies sore throat
	Subtask ID: 1	Description: How to prepare a gargle
		2	sore throat home remedies are to gargle
		1	20 sore throat home remedies
		1	22 natural sore throat remedies
		1	258 sore throat home remedies
		1	3 simple sore throat remedies
		1	Best Home Remedies Sore Throat
		1	Dr Oz Sore Throat Remedy
		1	Flu Remedies Sore Throat Home
		1	Home Remedies Sore Throat Cures
		1	Home Remedies Sore throats in themselves are not usually serious
		1	Home Remedies for Dry Throat
		1	How to Cure A Dry Throat Fast
		1	How to Cure a Sore Throat Overnight
		1	How to Cure a Sore Throat Quickly
		1	How to Get Rid of Sore Throat
		1	Leave Sore Throat Home Remedy
		1	Rid of Sore Throat Home Remedies
		1	Sore Throat Home Remedies Article
		1	Sore Throat Home Remedies Ideas
		1	Sore Throat Home Remedies Posted
		1	at home sore throat remedies
		1	best remedies for a sore throat
		1	colds cough sore throat
		1	effectiveness of a sore throat home remedy
		1	home natural remedies sore throat
		1	home remedies for a sore throat
		1	home remedies for sore throat
		1	home remedies sore throat
		1	home remedies sore throat 4 year old
		1	home remedies sore throat and cough
		1	home remedies sore throat children
		1	home remedies sore throat congestion
		1	home remedies sore throat cough
		1	home remedies sore throat cough chest congestion
		1	home remedies sore throat dry cough
		1	home remedies sore throat ear ache
		1	home remedies sore throat earache
		1	home remedies sore throat pain
		1	home remedies sore throat relief
		1	home remedies sore throat stuffy nose
		1	home remedies sore throat swollen glands
		1	home remedies sore throat vinegar
		1	home remedies sore throat while pregnant
		1	home remedies strep throat
		1	home sore throat remedies
		1	indian home remedies sore throat
		1	lot of sore throat home remedies
		1	natural cures sore throat
		1	natural remedies for sore throat
		1	newsletter home remedies
		1	on sore throat home remedies
		1	opting for home remedies for sore throat
		1	recover from a sore throat
		1	shrink swollen throat tissue
		1	soothing sore throat home remedy
		1	sore throat
		1	sore throat caused
		1	sore throat home remedies
		1	sore throat home remedies for colds
		1	sore throat home remedy may depend
		1	sore throat remedies
		1	sore throat remedies and treatments
		1	sore throat remedies at home
		1	sore throat remedies best remedies for sore throat
		1	sore throats
		1	throat causes symptoms
		1	throat home
		1	throat home remedies treatment
		1	throat relief
		1	throat remedies pregnancy
	Subtask ID: 2	Description: What tea shall I drink for a sore throat?
		1	20 sore throat home remedies
		1	22 natural sore throat remedies
		1	258 sore throat home remedies
		1	3 simple sore throat remedies
		1	Best Home Remedies Sore Throat
		1	Dr Oz Sore Throat Remedy
		1	Flu Remedies Sore Throat Home
		1	Home Remedies Sore Throat Cures
		1	Home Remedies Sore throats in themselves are not usually serious
		1	Home Remedies for Dry Throat
		1	How to Cure A Dry Throat Fast
		1	How to Cure a Sore Throat Overnight
		1	How to Cure a Sore Throat Quickly
		1	How to Get Rid of Sore Throat
		1	Leave Sore Throat Home Remedy
		1	Rid of Sore Throat Home Remedies
		1	Sore Throat Home Remedies Article
		1	Sore Throat Home Remedies Ideas
		1	Sore Throat Home Remedies Posted
		1	at home sore throat remedies
		1	best home remedies
		1	best remedies for a sore throat
		1	colds cough sore throat
		1	effectiveness of a sore throat home remedy
		1	home natural remedies sore throat
		1	home remedies for a sore throat
		1	home remedies for sore throat
		1	home remedies sore throat
		1	home remedies sore throat 4 year old
		1	home remedies sore throat and cough
		1	home remedies sore throat children
		1	home remedies sore throat congestion
		1	home remedies sore throat cough
		1	home remedies sore throat cough chest congestion
		1	home remedies sore throat dry cough
		1	home remedies sore throat ear ache
		1	home remedies sore throat earache
		1	home remedies sore throat honey lemon juice
		1	home remedies sore throat pain
		1	home remedies sore throat relief
		1	home remedies sore throat stuffy nose
		1	home remedies sore throat swollen glands
		1	home remedies sore throat toddlers
		1	home remedies sore throat vinegar
		1	home remedies sore throat while pregnant
		1	home remedies strep throat
		1	home sore throat remedies
		1	indian home remedies sore throat
		1	lot of sore throat home remedies
		1	natural cures sore throat
		1	natural remedies for sore throat
		1	newsletter home remedies
		1	on sore throat home remedies
		1	opting for home remedies for sore throat
		1	recover from a sore throat
		1	shrink swollen throat tissue
		1	soothing sore throat home remedy
		1	sore throat
		1	sore throat caused
		1	sore throat home remedies
		1	sore throat home remedies for colds
		1	sore throat home remedy may depend
		1	sore throat remedies
		1	sore throat remedies and treatments
		1	sore throat remedies at home
		1	sore throat remedies best remedies for sore throat
		1	sore throats
		1	throat causes symptoms
		1	throat home
		1	throat home remedies treatment
		1	throat relief
		1	throat remedies pregnancy
	Subtask ID: 3	Description: How to prepare lozenges
		1	20 sore throat home remedies
		1	22 natural sore throat remedies
		1	258 sore throat home remedies
		1	3 simple sore throat remedies
		1	Best Home Remedies Sore Throat
		1	Flu Remedies Sore Throat Home
		1	Home Remedies Sore Throat Cures
		1	Home Remedies Sore throats in themselves are not usually serious
		1	Home Remedies for Dry Throat
		1	How to Cure A Dry Throat Fast
		1	How to Cure a Sore Throat Overnight
		1	How to Cure a Sore Throat Quickly
		1	How to Get Rid of Sore Throat
		1	Leave Sore Throat Home Remedy
		1	Rid of Sore Throat Home Remedies
		1	Sore Throat Home Remedies Article
		1	Sore Throat Home Remedies Ideas
		1	Sore Throat Home Remedies Posted
		1	at home sore throat remedies
		1	best remedies for a sore throat
		1	colds cough sore throat
		1	effectiveness of a sore throat home remedy
		1	home natural remedies sore throat
		1	home remedies for a sore throat
		1	home remedies for sore throat
		1	home remedies sore throat
		1	home remedies sore throat 4 year old
		1	home remedies sore throat and cough
		1	home remedies sore throat children
		1	home remedies sore throat congestion
		1	home remedies sore throat cough
		1	home remedies sore throat cough chest congestion
		1	home remedies sore throat dry cough
		1	home remedies sore throat honey
		1	home remedies sore throat honey lemon juice
		1	home remedies sore throat pain
		1	home remedies sore throat relief
		1	home remedies sore throat stuffy nose
		1	home remedies sore throat swollen glands
		1	home remedies sore throat while pregnant
		1	home remedies strep throat
		1	home sore throat remedies
		1	indian home remedies sore throat
		1	lot of sore throat home remedies
		1	natural cures sore throat
		1	natural remedies for sore throat
		1	newsletter home remedies
		1	on sore throat home remedies
		1	opting for home remedies for sore throat
		1	recover from a sore throat
		1	shrink swollen throat tissue
		1	soothing sore throat home remedy
		1	sore throat
		1	sore throat caused
		1	sore throat home remedies
		1	sore throat home remedies for colds
		1	sore throat home remedy may depend
		1	sore throat remedies
		1	sore throat remedies and treatments
		1	sore throat remedies at home
		1	sore throat remedies best remedies for sore throat
		1	sore throats
		1	throat causes symptoms
		1	throat home
		1	throat home remedies treatment
		1	throat relief
		1	throat remedies pregnancy
	Subtask ID: 4	Description: How to make popsicles
	Subtask ID: 5	Description: What kind of herbs can cure a sore throat.
		2	Dr Oz Sore Throat Remedy
		2	Sore Throat Home Remedies Ideas
		2	home remedies sore throat garlic
		1	20 sore throat home remedies
		1	22 natural sore throat remedies
		1	258 sore throat home remedies
		1	3 simple sore throat remedies
		1	Best Home Remedies Sore Throat
		1	Flu Remedies Sore Throat Home
		1	Home Remedies Sore Throat Cures
		1	Home Remedies Sore throats in themselves are not usually serious
		1	Home Remedies for Dry Throat
		1	How to Cure A Dry Throat Fast
		1	How to Cure a Sore Throat Overnight
		1	How to Cure a Sore Throat Quickly
		1	How to Get Rid of Sore Throat
		1	Leave Sore Throat Home Remedy
		1	Rid of Sore Throat Home Remedies
		1	Sore Throat Home Remedies Article
		1	Sore Throat Home Remedies Posted
		1	at home sore throat remedies
		1	best home remedies
		1	best remedies for a sore throat
		1	colds cough sore throat
		1	effectiveness of a sore throat home remedy
		1	home natural remedies sore throat
		1	home remedies for a sore throat
		1	home remedies for sore throat
		1	home remedies sore throat
		1	home remedies sore throat 4 year old
		1	home remedies sore throat and cough
		1	home remedies sore throat baby
		1	home remedies sore throat children
		1	home remedies sore throat congestion
		1	home remedies sore throat cough
		1	home remedies sore throat cough chest congestion
		1	home remedies sore throat dry cough
		1	home remedies sore throat ear ache
		1	home remedies sore throat honey
		1	home remedies sore throat honey lemon juice
		1	home remedies sore throat pain
		1	home remedies sore throat relief
		1	home remedies sore throat stuffy nose
		1	home remedies sore throat swollen glands
		1	home remedies sore throat toddlers
		1	home remedies sore throat while pregnant
		1	home remedies strep throat
		1	home sore throat remedies
		1	indian home remedies sore throat
		1	lot of sore throat home remedies
		1	natural cures sore throat
		1	natural remedies for sore throat
		1	newsletter home remedies
		1	on sore throat home remedies
		1	opting for home remedies for sore throat
		1	recover from a sore throat
		1	shrink swollen throat tissue
		1	soothing sore throat home remedy
		1	sore throat
		1	sore throat caused
		1	sore throat home remedies
		1	sore throat home remedies are to gargle
		1	sore throat home remedies for colds
		1	sore throat home remedy may depend
		1	sore throat remedies
		1	sore throat remedies and treatments
		1	sore throat remedies at home
		1	sore throat remedies best remedies for sore throat
		1	sore throats
		1	throat causes symptoms
		1	throat home
		1	throat home remedies treatment
		1	throat relief
		1	throat remedies pregnancy
Task ID: 34	Task: golf instruction
	Subtask ID: 1	Description: How to keep score
		1	Center Golf Instruction
		1	Design Golf Instruction
		1	Digest Golf instruction
		1	Forums Golf Instruction
		1	Free Golf Lessons for Seniors
		1	Golf Instruction Archives
		1	Golf Instruction Tampa
		1	Golf Instruction for Beginners
		1	Golf Instructions provide
		1	Golftec Golf Instruction
		1	Guaranteed Golf Golf Instruction
		1	Hank Haney Golf Instruction Videos
		1	Johnny Miller Golf Instruction
		1	Local Golf Instruction
		1	Springs Golf Instruction
		1	YouTube Golf Instruction
		1	YouTube Golf Lessons
		1	activities golf instruction junior
		1	beginner golf swing instruction
		1	complete golf instruction coverage
		1	course golf instruction statistics
		1	free golf instruction
		1	free golf lessons
		1	free golf tips
		1	game golf instructions
		1	golf handicap instantly-golf tips
		1	golf instruction
		1	golf instruction Pa
		1	golf instruction and training aids
		1	golf instruction books
		1	golf instruction digital
		1	golf instruction dvd
		1	golf instruction east
		1	golf instruction for kids
		1	golf instruction golf lessons golf training aids videos and tips
		1	golf instruction golf lessons golf training aids videos tips
		1	golf instruction lesson
		1	golf instruction long island
		1	golf instruction monterey
		1	golf instruction new jersey
		1	golf instruction nyc
		1	golf instruction online
		1	golf instruction private instruction
		1	golf instruction school
		1	golf instruction schools
		1	golf instruction stanford university
		1	golf instruction tips
		1	golf instruction toronto
		1	golf instruction tutorial
		1	golf instruction video
		1	golf instruction videos covering
		1	golf instruction youtube
		1	golf instructional videos
		1	golf lessons
		1	golf schools
		1	golf swing
		1	golf swing analyzer tips golf instruction and fitness
		1	golf swing tips
		1	golf tips
		1	golf tips for beginners
		1	golf tips golfers
		1	golf-tips-and-instruction-april
		1	golf-tips-and-instruction-feb
		1	golf-tips-and-instruction-june
		1	golftec the denver co based provider of high tech golf instruction
		1	how to play golf lessons online
		1	instruction golf tips
		1	instruction lesson
		1	online golf instruction
		1	pga golf instructions
		1	teaching golf instruction
		1	video golf instruction
		1	video golf lessons
	Subtask ID: 2	Description: How to pick a club
		2	clubs
		2	golf equipment photos buying guides
		2	use long putters
		1	Center Golf Instruction
		1	Design Golf Instruction
		1	Digest Golf instruction
		1	Forums Golf Instruction
		1	Free Golf Lessons for Seniors
		1	Golf Instruction Archives
		1	Golf Instruction Tampa
		1	Golf Instruction for Beginners
		1	Golf Instructions provide
		1	Golf Swing Instruction
		1	Golf Swing Tips
		1	Golftec Golf Instruction
		1	Guaranteed Golf Golf Instruction
		1	Hank Haney Golf Instruction Videos
		1	Johnny Miller Golf Instruction
		1	Local Golf Instruction
		1	Springs Golf Instruction
		1	YouTube Golf Instruction
		1	YouTube Golf Lessons
		1	activities golf instruction junior
		1	beginner golf swing instruction
		1	complete golf instruction coverage
		1	free golf instruction
		1	free golf lessons
		1	free golf tips
		1	game golf instructions
		1	golf handicap instantly-golf tips
		1	golf instruction
		1	golf instruction Pa
		1	golf instruction and training aids
		1	golf instruction books
		1	golf instruction by using streaming
		1	golf instruction digital
		1	golf instruction dvd
		1	golf instruction east
		1	golf instruction for kids
		1	golf instruction golf lessons golf training aids videos and tips
		1	golf instruction golf lessons golf training aids videos tips
		1	golf instruction lesson
		1	golf instruction long island
		1	golf instruction monterey
		1	golf instruction new jersey
		1	golf instruction nyc
		1	golf instruction online
		1	golf instruction private instruction
		1	golf instruction school
		1	golf instruction schools
		1	golf instruction stanford university
		1	golf instruction tip
		1	golf instruction tips
		1	golf instruction toronto
		1	golf instruction tutorial
		1	golf instruction video
		1	golf instruction videos covering
		1	golf instruction youtube
		1	golf instructional videos
		1	golf lessons
		1	golf schools
		1	golf swing
		1	golf swing analyzer tips golf instruction and fitness
		1	golf swing download
		1	golf swing instruction
		1	golf swing tips
		1	golf tips
		1	golf tips for beginners
		1	golf tips golfers
		1	golf-tips-and-instruction-april
		1	golf-tips-and-instruction-feb
		1	golf-tips-and-instruction-june
		1	golftec the denver co based provider of high tech golf instruction
		1	how to play golf lessons online
		1	instruction golf tips
		1	instruction lesson
		1	online golf instruction
		1	pga golf instructions
		1	teaching golf instruction
		1	video golf instruction
		1	video golf lessons
	Subtask ID: 3	Description: How to stand
		1	Center Golf Instruction
		1	Design Golf Instruction
		1	Digest Golf instruction
		1	Forums Golf Instruction
		1	Free Golf Lessons for Seniors
		1	Golf Instruction Archives
		1	Golf Instruction Tampa
		1	Golf Instruction for Beginners
		1	Golf Instructions provide
		1	Golf Swing Tips
		1	Golftec Golf Instruction
		1	Guaranteed Golf Golf Instruction
		1	Hank Haney Golf Instruction Videos
		1	Johnny Miller Golf Instruction
		1	Local Golf Instruction
		1	Springs Golf Instruction
		1	YouTube Golf Instruction
		1	YouTube Golf Lessons
		1	activities golf instruction junior
		1	beginner golf swing instruction
		1	complete golf instruction coverage
		1	free golf instruction
		1	free golf lessons
		1	free golf tips
		1	game golf instructions
		1	golf handicap instantly-golf tips
		1	golf instruction
		1	golf instruction Pa
		1	golf instruction and training aids
		1	golf instruction books
		1	golf instruction by using streaming
		1	golf instruction digital
		1	golf instruction dvd
		1	golf instruction east
		1	golf instruction for kids
		1	golf instruction golf lessons golf training aids videos and tips
		1	golf instruction golf lessons golf training aids videos tips
		1	golf instruction lesson
		1	golf instruction long island
		1	golf instruction monterey
		1	golf instruction new jersey
		1	golf instruction nyc
		1	golf instruction online
		1	golf instruction private instruction
		1	golf instruction school
		1	golf instruction schools
		1	golf instruction stanford university
		1	golf instruction tip
		1	golf instruction tips
		1	golf instruction toronto
		1	golf instruction tutorial
		1	golf instruction video
		1	golf instruction videos covering
		1	golf instruction youtube
		1	golf instructional videos
		1	golf lessons
		1	golf schools
		1	golf swing
		1	golf swing analyzer tips golf instruction and fitness
		1	golf swing download
		1	golf swing instruction
		1	golf swing tips
		1	golf tips
		1	golf tips for beginners
		1	golf tips golfers
		1	golf-tips-and-instruction-april
		1	golf-tips-and-instruction-feb
		1	golf-tips-and-instruction-june
		1	golftec the denver co based provider of high tech golf instruction
		1	hip movement
		1	how to play golf lessons online
		1	instruction golf tips
		1	instruction lesson
		1	online golf instruction
		1	pga golf instructions
		1	teaching golf instruction
		1	video golf instruction
		1	video golf lessons
	Subtask ID: 4	Description: How to hold the club
		2	Golf Swing Instruction
		2	golf grip
		1	Center Golf Instruction
		1	Design Golf Instruction
		1	Digest Golf instruction
		1	Forums Golf Instruction
		1	Free Golf Lessons for Seniors
		1	Golf Instruction Archives
		1	Golf Instruction Tampa
		1	Golf Instruction for Beginners
		1	Golf Instructions provide
		1	Golf Swing Tips
		1	Golftec Golf Instruction
		1	Guaranteed Golf Golf Instruction
		1	Hank Haney Golf Instruction Videos
		1	Johnny Miller Golf Instruction
		1	Local Golf Instruction
		1	Springs Golf Instruction
		1	YouTube Golf Instruction
		1	YouTube Golf Lessons
		1	activities golf instruction junior
		1	beginner golf swing instruction
		1	clubs
		1	complete golf instruction coverage
		1	free golf instruction
		1	free golf lessons
		1	free golf tips
		1	game golf instructions
		1	golf handicap instantly-golf tips
		1	golf instruction
		1	golf instruction Pa
		1	golf instruction and training aids
		1	golf instruction books
		1	golf instruction by using streaming
		1	golf instruction digital
		1	golf instruction dvd
		1	golf instruction east
		1	golf instruction for kids
		1	golf instruction golf lessons golf training aids videos and tips
		1	golf instruction golf lessons golf training aids videos tips
		1	golf instruction lesson
		1	golf instruction long island
		1	golf instruction monterey
		1	golf instruction new jersey
		1	golf instruction nyc
		1	golf instruction online
		1	golf instruction private instruction
		1	golf instruction school
		1	golf instruction schools
		1	golf instruction stanford university
		1	golf instruction tip
		1	golf instruction tips
		1	golf instruction toronto
		1	golf instruction tutorial
		1	golf instruction video
		1	golf instruction videos covering
		1	golf instruction youtube
		1	golf instructional videos
		1	golf lessons
		1	golf schools
		1	golf swing
		1	golf swing analyzer tips golf instruction and fitness
		1	golf swing download
		1	golf swing instruction
		1	golf swing photos
		1	golf swing tips
		1	golf tips
		1	golf tips for beginners
		1	golf tips golfers
		1	golf-tips-and-instruction-april
		1	golf-tips-and-instruction-feb
		1	golf-tips-and-instruction-june
		1	golftec the denver co based provider of high tech golf instruction
		1	how to play golf lessons online
		1	instruction golf tips
		1	instruction lesson
		1	online golf instruction
		1	pga golf instructions
		1	teaching golf instruction
		1	video golf instruction
		1	video golf lessons
	Subtask ID: 5	Description: How to swing the club
		2	Golf Swing Tips
		2	beginner golf swing instruction
		2	els golf swing
		2	golf swing
		2	golf swing download
		2	golf swing speed calculations
		1	Center Golf Instruction
		1	Design Golf Instruction
		1	Digest Golf instruction
		1	Forums Golf Instruction
		1	Free Golf Lessons for Seniors
		1	Golf Instruction Archives
		1	Golf Instruction Tampa
		1	Golf Instruction for Beginners
		1	Golf Instructions provide
		1	Golf Swing Instruction
		1	Golftec Golf Instruction
		1	Guaranteed Golf Golf Instruction
		1	Hank Haney Golf Instruction Videos
		1	Johnny Miller Golf Instruction
		1	Local Golf Instruction
		1	Springs Golf Instruction
		1	YouTube Golf Instruction
		1	YouTube Golf Lessons
		1	activities golf instruction junior
		1	clubs
		1	complete golf instruction coverage
		1	free golf instruction
		1	free golf lessons
		1	free golf tips
		1	game golf instructions
		1	golf handicap instantly-golf tips
		1	golf instruction
		1	golf instruction Pa
		1	golf instruction and training aids
		1	golf instruction books
		1	golf instruction by using streaming
		1	golf instruction chipping
		1	golf instruction digital
		1	golf instruction dvd
		1	golf instruction east
		1	golf instruction for kids
		1	golf instruction golf lessons golf training aids videos and tips
		1	golf instruction golf lessons golf training aids videos tips
		1	golf instruction hit
		1	golf instruction lesson
		1	golf instruction long island
		1	golf instruction monterey
		1	golf instruction new jersey
		1	golf instruction nyc
		1	golf instruction online
		1	golf instruction private instruction
		1	golf instruction school
		1	golf instruction schools
		1	golf instruction stanford university
		1	golf instruction tip
		1	golf instruction tips
		1	golf instruction toronto
		1	golf instruction tutorial
		1	golf instruction video
		1	golf instruction videos covering
		1	golf instruction youtube
		1	golf instructional videos
		1	golf lessons
		1	golf schools
		1	golf swing analyzer tips golf instruction and fitness
		1	golf swing instruction
		1	golf swing tips
		1	golf tips
		1	golf tips for beginners
		1	golf tips golfers
		1	golf-tips-and-instruction-april
		1	golf-tips-and-instruction-feb
		1	golf-tips-and-instruction-june
		1	golftec the denver co based provider of high tech golf instruction
		1	hip movement
		1	how to play golf lessons online
		1	instruction golf tips
		1	instruction lesson
		1	online golf instruction
		1	pga golf instructions
		1	slow easy swing
		1	swing download
		1	swing pictures
		1	teaching golf instruction
		1	video golf instruction
		1	video golf lessons
	Subtask ID: 6	Description: How to correct a slice
		2	golf improvement
		1	Center Golf Instruction
		1	Design Golf Instruction
		1	Digest Golf instruction
		1	Forums Golf Instruction
		1	Free Golf Lessons for Seniors
		1	Golf Instruction Archives
		1	Golf Instruction Tampa
		1	Golf Instruction for Beginners
		1	Golf Instructions provide
		1	Golf Swing Instruction
		1	Golf Swing Tips
		1	Golftec Golf Instruction
		1	Guaranteed Golf Golf Instruction
		1	Hank Haney Golf Instruction Videos
		1	Johnny Miller Golf Instruction
		1	Local Golf Instruction
		1	Springs Golf Instruction
		1	YouTube Golf Instruction
		1	YouTube Golf Lessons
		1	activities golf instruction junior
		1	beginner golf swing instruction
		1	complete golf instruction coverage
		1	free golf instruction
		1	free golf lessons
		1	free golf tips
		1	game golf instructions
		1	golf handicap instantly-golf tips
		1	golf instruction
		1	golf instruction Pa
		1	golf instruction and training aids
		1	golf instruction books
		1	golf instruction digital
		1	golf instruction dvd
		1	golf instruction east
		1	golf instruction for kids
		1	golf instruction golf lessons golf training aids videos and tips
		1	golf instruction golf lessons golf training aids videos tips
		1	golf instruction lesson
		1	golf instruction long island
		1	golf instruction monterey
		1	golf instruction new jersey
		1	golf instruction nyc
		1	golf instruction online
		1	golf instruction private instruction
		1	golf instruction school
		1	golf instruction schools
		1	golf instruction stanford university
		1	golf instruction tip
		1	golf instruction tips
		1	golf instruction toronto
		1	golf instruction tutorial
		1	golf instruction video
		1	golf instruction videos covering
		1	golf instruction youtube
		1	golf instructional videos
		1	golf lessons
		1	golf schools
		1	golf swing
		1	golf swing analyzer tips golf instruction and fitness
		1	golf swing download
		1	golf swing instruction
		1	golf swing tips
		1	golf tips
		1	golf tips for beginners
		1	golf tips golfers
		1	golf-tips-and-instruction-april
		1	golf-tips-and-instruction-feb
		1	golf-tips-and-instruction-june
		1	golftec the denver co based provider of high tech golf instruction
		1	how to play golf lessons online
		1	instruction golf tips
		1	instruction lesson
		1	online golf instruction
		1	pga golf instructions
		1	teaching golf instruction
		1	video golf instruction
		1	video golf lessons
	Subtask ID: 7	Description: How to correct a hook
		2	golf improvement
		1	Center Golf Instruction
		1	Design Golf Instruction
		1	Digest Golf instruction
		1	Forums Golf Instruction
		1	Free Golf Lessons for Seniors
		1	Golf Instruction Archives
		1	Golf Instruction Tampa
		1	Golf Instruction for Beginners
		1	Golf Instructions provide
		1	Golf Swing Instruction
		1	Golf Swing Tips
		1	Golftec Golf Instruction
		1	Guaranteed Golf Golf Instruction
		1	Hank Haney Golf Instruction Videos
		1	Johnny Miller Golf Instruction
		1	Local Golf Instruction
		1	Springs Golf Instruction
		1	YouTube Golf Instruction
		1	activities golf instruction junior
		1	beginner golf swing instruction
		1	complete golf instruction coverage
		1	free golf instruction
		1	free golf lessons
		1	free golf tips
		1	game golf instructions
		1	golf grip
		1	golf handicap instantly-golf tips
		1	golf instruction
		1	golf instruction Pa
		1	golf instruction and training aids
		1	golf instruction books
		1	golf instruction digital
		1	golf instruction dvd
		1	golf instruction east
		1	golf instruction for kids
		1	golf instruction golf lessons golf training aids videos and tips
		1	golf instruction golf lessons golf training aids videos tips
		1	golf instruction lesson
		1	golf instruction long island
		1	golf instruction monterey
		1	golf instruction new jersey
		1	golf instruction nyc
		1	golf instruction online
		1	golf instruction private instruction
		1	golf instruction school
		1	golf instruction schools
		1	golf instruction stanford university
		1	golf instruction tip
		1	golf instruction tips
		1	golf instruction toronto
		1	golf instruction tutorial
		1	golf instruction video
		1	golf instruction videos covering
		1	golf instruction youtube
		1	golf instructional videos
		1	golf lessons
		1	golf schools
		1	golf swing
		1	golf swing analyzer tips golf instruction and fitness
		1	golf swing download
		1	golf swing instruction
		1	golf swing tips
		1	golf tips
		1	golf tips for beginners
		1	golf tips golfers
		1	golf-tips-and-instruction-april
		1	golf-tips-and-instruction-feb
		1	golf-tips-and-instruction-june
		1	golftec the denver co based provider of high tech golf instruction
		1	how to play golf lessons online
		1	instruction golf tips
		1	instruction lesson
		1	online golf instruction
		1	pga golf instructions
		1	teaching golf instruction
		1	video golf instruction
		1	video golf lessons
	Subtask ID: 8	Description: DVD/Videos/Books to learn how to do all the above
		2	Hank Haney Golf Instruction Videos
		2	YouTube Golf Instruction
		2	YouTube Golf Lessons
		2	find Golf instruction
		2	golf instruction and training aids
		2	golf instruction books
		2	golf instruction digital
		2	golf instruction dvd
		2	golf instruction golf lessons golf training aids videos and tips
		2	golf instruction golf lessons golf training aids videos tips
		2	golf instruction home
		2	golf instruction online
		2	golf instruction tutorial
		2	golf instruction video
		2	golf instruction videos covering
		2	golf instruction youtube
		2	golf instructional videos
		2	golf video
		2	golf ©2003-2016 pga/turner sports interactive
		2	how to play golf lessons online
		2	online golf instruction
		2	video golf instruction
		2	video golf lessons
		1	Forums Golf Instruction
		1	Golf Instruction Archives
		1	Golf Instruction Tampa
		1	Golf Instruction for Beginners
		1	Guaranteed Golf Golf Instruction
		1	activities golf instruction junior
		1	complete golf instruction coverage
		1	free golf instruction
		1	free golf lessons
		1	free golf tips
		1	golf handicap instantly-golf tips
		1	golf instruction
		1	golf swing analyzer tips golf instruction and fitness
		1	golf swing photos
		1	golf-tips-and-instruction-feb
		1	golf-tips-and-instruction-june
		1	golftec the denver co based provider of high tech golf instruction
		1	instruction lesson
		1	pages Golf Instruction
		1	swing pictures
Task ID: 35	Task: hair dye
	Subtask ID: 1	Description: How to choose the right color
		1	-Permanent Hair Dyes
		1	0 dark brown show
		1	0 light pearl blonde 4
		1	15 dark soft mahogany 6-1/2
		1	3 dark golden brown 5
		1	3 light golden brown 4
		1	3 lightest golden brown 4
		1	3 medium golden brown 6
		1	31 medium golden blonde 4
		1	35 dark golden mahogany 8
		1	60 dark intense auburn 7
		1	60 light intense auburn 5
		1	Best Hair Dye to Buy
		1	CREAM Hair Dye
		1	Effects Hair Dye
